Area,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
1070,3,2,Furnished,Kalkaji,1,Ready_to_move,Resale,Apartment,10000,6800000
1075,2,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,New_Property,Apartment,15500,12000000
1076.39,3,2,Unfurnished,Dilshad Garden,10,Ready_to_move,Resale,Builder_Floor,8640,9300000
1078,3,2,Unfurnished,Paschim Vihar,1,Ready_to_move,New_Property,Builder_Floor,,15500000
1080,3,1,Unfurnished,Dilshad Garden,1,Ready_to_move,New_Property,Apartment,8333,7000000
1080,3,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,,22500000
1080,3,3,Unfurnished,Mehrauli,5,Ready_to_move,New_Property,Apartment,8060,6000000
1100,2,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15000000
1100,2,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15000000
1100,3,3,Unfurnished,Hauz Khas,2,Ready_to_move,Resale,Apartment,30000,18500000
1100,3,3,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,22000,22500000
1100,2,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,22500000
1100,3,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,New_Property,Apartment,,6500000
1100,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,,7500000
1100,3,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,7727,8500000
1100,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,3714,6000000
1100,3,2,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Builder_Floor,10556,6000000
1100,3,2,Semi-Furnished,Paschim Vihar,2,Ready_to_move,Resale,Apartment,14722,13100000
1100,3,2,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,14722,16000000
1100,4,3,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6154,17000000
1100,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6154,6200000
1100,3,3,Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6364,7000000
1100,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,6200000
1100,2,2,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,Apartment,14818,16300000
1100,3,3,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,Builder_Floor,14818,25000000
1100,2,2,Semi-Furnished,Sheikh Sarai,1,Ready_to_move,Resale,Apartment,11363,12500000
1100,2,2,Semi-Furnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,12272,13500000
1100,3,3,Semi-Furnished,"Sukhdev Vihar, Okhla",2,Ready_to_move,Resale,Apartment,2778,12500000
1100,3,2,Furnished,Sultanpur,1,Ready_to_move,Resale,Apartment,5455,6000000
1100,2,2,Semi-Furnished,Sultanpur,1,Ready_to_move,Resale,Builder_Floor,8333,2800000
1100,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,30556,15000000
1100,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,,15000000
1100,2,2,Unfurnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,15500,15500000
1100,2,2,Semi-Furnished,Vasant Kunj,3,Ready_to_move,Resale,Apartment,21818,16500000
1100,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,30556,15000000
1100,2,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,Resale,Apartment,21818,24000000
1100,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,9500000
1100,2,2,Semi-Furnished,Vasundhara Enclave,114,Ready_to_move,Resale,Apartment,,10000000
1100,2,2,Unfurnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,7200000
1116,3,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,20938,14700000
1125,2,2,Unfurnished,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,7200,8100000
1125,2,2,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,4444,5000000
1130,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,,7800000
1135,3,3,Furnished,Karol Bagh,2,Almost_ready,Resale,Apartment,22222,25000000
1135,3,3,Furnished,Karol Bagh,2,Almost_ready,Resale,Apartment,22222,25000000
1135,3,3,Furnished,Karol Bagh,2,Almost_ready,Resale,Apartment,14366,25000000
1135,3,3,Furnished,Karol Bagh,2,Almost_ready,Resale,Apartment,13324,24500000
1138,2,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,10838,13500000
1143,2,2,Unfurnished,Karol Bagh,1,Ready_to_move,Resale,Apartment,125984,16000000
1143,3,3,Unfurnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,22000,22000000
1150,3,2,Semi-Furnished,Dwarka,1,Ready_to_move,New_Property,Builder_Floor,3524,6800000
1150,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,20930,25500000
1150,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,20930,26000000
1150,2,3,Semi-Furnished,Kalkaji,2,Ready_to_move,Resale,Apartment,10000,16100000
1150,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,22000,24000000
1150,2,2,Unfurnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1150,2,2,Unfurnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1150,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,Resale,Builder_Floor,,6300000
1150,3,3,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,,21000000
1150,3,3,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Apartment,6154,25000000
1150,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,6714,10000000
1150,2,2,Semi-Furnished,Sarita Vihar,2,Ready_to_move,Resale,Apartment,15384,10800000
1150,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13100000
1150,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13600000
1150,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,12500000
1150,2,2,Unfurnished,Sarita Vihar ,1,Ready_to_move,Resale,Apartment,15384,13500000
1150,2,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Apartment,6347,7300000
1150,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,12000000
1155,2,2,Semi-Furnished,Punjabi Bagh,1,Ready_to_move,Resale,Builder_Floor,15278,18500000
1170,3,3,Unfurnished,Mehrauli,5,Almost_ready,New_Property,Builder_Floor,8060,7200000
1175,3,3,Unfurnished,Chhattarpur,4,Almost_ready,New_Property,Builder_Floor,,5000000
1184,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,14358,17000000
1200,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,17500000
1200,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,17500000
1200,3,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,20938,22500000
1200,3,3,Unfurnished,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,18333,22000000
1200,3,2,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,12916,15500000
1200,3,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,12916,16500000
1200,3,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,18333,22200000
1200,3,3,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,3524,15500000
1200,3,3,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,24718,15500000
1200,3,3,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,24718,15500000
1200,2,2,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,13000000
1200,4,3,Semi-Furnished,Dwarka Mor,1,Ready_to_move,New_Property,Builder_Floor,6111,6800000
1200,2,2,Furnished,Hauz Khas,1,Ready_to_move,Resale,Builder_Floor,18055,27500000
1200,3,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,Builder_Floor,21409,17000000
1200,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,20833,25000000
1200,2,2,Furnished,Kalkaji,2,Ready_to_move,Resale,Apartment,,18500000
1200,2,2,Unfurnished,Kalkaji,1,Ready_to_move,Resale,Apartment,18000,16000000
1200,3,2,Semi-Furnished,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,7290,14500000
1200,3,2,Semi-Furnished,Karol Bagh,1,Almost_ready,Resale,Apartment,13324,20900000
1200,2,2,Semi-Furnished,Manglapuri,1,Ready_to_move,Resale,Apartment,8333,10000000
1200,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,14300000
1200,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,14300000
1200,10,4,Semi-Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,17000000
1200,3,3,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13500000
1200,3,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13500000
1200,3,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,,20000000
1200,3,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,Resale,Apartment,20833,25000000
1200,3,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,12500000
1206,3,3,Semi-Furnished,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,16584,20000000
1214,2,2,Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,12600000
1240,3,3,Unfurnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,20930,26500000
1240,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,,18000000
1250,3,3,Semi-Furnished,Chittaranjan Park,1,Almost_ready,New_Property,Builder_Floor,,25500000
1250,2,3,Semi-Furnished,Commonwealth Games Village,1,Ready_to_move,Resale,Apartment,17197,29000000
1250,3,3,Semi-Furnished,Hauz Khas,1,Ready_to_move,Resale,Builder_Floor,17677,24000000
1250,3,3,Unfurnished,Mehrauli,2,Almost_ready,New_Property,Builder_Floor,8060,8500000
1250,3,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,Apartment,8060,6500000
1250,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
1250,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
1250,2,2,Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,15000000
1250,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,12151,16000000
1250,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Builder_Floor,10556,5800000
1250,3,2,Semi-Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,16000000
1250,2,1,Semi-Furnished,Shahdara,,Ready_to_move,Resale,Apartment,4444,7500000
1250,2,4,Semi-Furnished,Sheikh Sarai,1,Ready_to_move,Resale,Builder_Floor,,19000000
1250,2,1,Semi-Furnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,65714,17500000
1252,2,2,Semi-Furnished,Karol Bagh,1,Almost_ready,New_Property,Apartment,14776,18500000
1260,3,3,Semi-Furnished,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,,16500000
1260,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,,21000000
1260,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,,21000000
1260,3,3,Semi-Furnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,8889,25000000
1260,3,2,Semi-Furnished,Okhla,1,Ready_to_move,Resale,Builder_Floor,5556,7000000
1280,3,3,Furnished,Karol Bagh,2,Ready_to_move,Resale,Builder_Floor,14092,15000000
1280,2,2,Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,,12500000
1290,3,2,Semi-Furnished,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,7200,20000000
1291.668,3,2,Unfurnished,Sheikh Sarai,1,Ready_to_move,Resale,Apartment,10556,23500000
1295,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6875,10000000
1300,2,2,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,15000000
1300,2,2,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,15000000
1300,3,3,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,19000000
1300,3,3,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,19000000
1300,3,3,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,4400000
1300,3,2,Unfurnished,Kalkaji,1,Ready_to_move,Resale,Apartment,18000,13500000
1300,3,3,Semi-Furnished,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,,21000000
1300,3,3,Semi-Furnished,Malviya Nagar,1,Ready_to_move,Resale,Builder_Floor,7200,10000000
1300,4,3,Furnished,"Mansarowar Park, Shahdara",1,Ready_to_move,New_Property,Builder_Floor,3901,11500000
1300,3,3,Semi-Furnished,Mehrauli,2,Ready_to_move,New_Property,Builder_Floor,3294,7000000
1300,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,18500000
1300,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,11538,18500000
1300,4,4,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6154,15000000
1300,4,4,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,15000000
1300,4,3,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6667,15500000
1300,3,3,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,New_Property,Builder_Floor,,32500000
1300,3,3,Semi-Furnished,Saket,3,Ready_to_move,Resale,Builder_Floor,6944,22500000
1300,3,2,Semi-Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,17000000
1300,2,2,Semi-Furnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,12307,16000000
1300,2,2,Semi-Furnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,11923,15500000
1300,3,3,Furnished,Sidharth Enclave,1,Ready_to_move,New_Property,Apartment,15384,20000000
1300,3,3,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,20833,21900000
1300,3,2,Semi-Furnished,Vasundhara Enclave,2,Ready_to_move,Resale,Apartment,,11500000
1300,3,3,Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,9200000
1300,3,2,Semi-Furnished,Vasundhara Enclave,2,Ready_to_move,Resale,Apartment,9655,9800000
1305,4,3,Unfurnished,Chhattarpur,1,Almost_ready,New_Property,Builder_Floor,,5500000
1320,3,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15600000
1320,3,2,Unfurnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15600000
1332,3,2,Semi-Furnished,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,14776,6540000
1350,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3800,5130000
1350,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3800,5130000
1350,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3800,5130000
1350,3,3,,"Gandhi Nagar, Shahdara",,Ready_to_move,Resale,,18519,25000000
1350,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,Builder_Floor,19259,26000000
1350,3,2,Semi-Furnished,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,6878,17500000
1350,3,4,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Apartment,,25000000
1350,2,2,Furnished,Lajpat Nagar,4,Ready_to_move,Resale,Builder_Floor,9259,12500000
1350,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,18507,22000000
1350,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,25000000
1350,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,26000000
1350,3,3,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,,41500000
1350,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,,35000000
1350,3,3,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,15556,21000000
1350,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,15556,21000000
1350,3,3,Semi-Furnished,Malviya Nagar,2,Ready_to_move,New_Property,Builder_Floor,7200,30000000
1350,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,Ready_to_move,New_Property,Builder_Floor,6526,11300000
1350,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,Builder_Floor,3294,8500000
1350,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,Apartment,3294,8500000
1350,3,3,Unfurnished,Mehrauli,1,Ready_to_move,New_Property,Apartment,8060,8500000
1350,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,21000000
1350,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,21000000
1350,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,,18500000
1350,3,3,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,11111,15000000
1350,3,3,Unfurnished,Punjabi Bagh East,1,Ready_to_move,Resale,Apartment,15278,23500000
1350,4,3,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Builder_Floor,6667,10000000
1350,3,2,Unfurnished,Saket,1,Ready_to_move,Resale,Builder_Floor,14074,19000000
1350,3,3,Semi-Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,14000000
1350,3,3,Unfurnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,12307,20000000
1350,3,3,Semi-Furnished,Sultanpur,1,Ready_to_move,Resale,Apartment,5222,8500000
1350,3,2,Furnished,Vasant Kunj,1,Ready_to_move,New_Property,Apartment,21818,24000000
1350,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,12000000
1350,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,10000,11000000
1350,4,4,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,10500000
1350,4,3,Unfurnished,"Vishwas Nagar, Shahdara",2,Ready_to_move,Resale,Apartment,,9500000
1360,4,3,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,13500000
1380,3,2,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,15000000
1387,4,4,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,4247,5890000
1387,4,4,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,4247,5890000
1387,4,4,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,4247,5890000
1400,3,2,Unfurnished,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1400,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,14000000
1400,3,3,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
1400,3,2,Unfurnished,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1400,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,14000000
1400,3,3,Semi-Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
1400,3,3,Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
1400,3,3,Furnished,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
1400,3,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Builder_Floor,,26000000
1400,3,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Builder_Floor,,26000000
1400,2,3,Unfurnished,Commonwealth Games Village,3,Ready_to_move,Resale,Apartment,20967,28600000
1400,3,2,Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,15000000
1400,3,3,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,3524,13500000
1400,3,2,Unfurnished,Dwarka,1,Ready_to_move,Resale,Apartment,3524,11400000
1400,3,3,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,183333,24500000
1400,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,183333,32500000
1400,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,16176,32500000
1400,3,3,Semi-Furnished,Malviya Nagar,2,Ready_to_move,New_Property,Builder_Floor,,34000000
1400,3,3,Semi-Furnished,Malviya Nagar,1,Ready_to_move,New_Property,Builder_Floor,21429,30000000
1400,3,3,Furnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,18000000
1400,3,3,Furnished,"Narmada Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,18000000
1400,3,3,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,23529,50000000
1400,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,8889,17500000
1400,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1400,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,12500,16500000
1400,4,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,17800000
1400,4,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,17400000
1400,3,2,Semi-Furnished,Sheikh Sarai,2,Ready_to_move,Resale,Apartment,13571,19000000
1400,3,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,New_Property,Apartment,,25000000
1400,3,2,Unfurnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,11000000
1425,3,3,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,6526,9300000
1429,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,17500000
1440,3,3,Unfurnished,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1440,3,3,Unfurnished,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1440,3,3,Semi-Furnished,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,22500000
1440,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,New_Property,Builder_Floor,20000,26000000
1440,3,3,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",2,Ready_to_move,Resale,Builder_Floor,11905,24500000
1450,3,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,18333,22500000
1450,2,2,Unfurnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,5200,7000000
1450,3,3,Semi-Furnished,Hauz Khas,1,Ready_to_move,New_Property,Builder_Floor,37037,45000000
1450,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,,30000000
1450,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,,37500000
1450,3,3,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,,30000000
1450,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,16176,45000000
1450,3,3,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,,15500000
1450,3,3,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,8889,15000000
1450,3,3,Semi-Furnished,Punjabi Bagh,2,Ready_to_move,Resale,Builder_Floor,11905,32500000
1450,3,3,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,7931,11500000
1450,3,3,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,Builder_Floor,14818,37500000
1450,3,3,Semi-Furnished,Saket,1,Almost_ready,New_Property,Builder_Floor,28846,34000000
1450,3,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,Resale,Apartment,15500,23500000
1450,3,2,Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,14000000
1450,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,11600000
1455,2,2,Semi-Furnished,Commonwealth Games Village,2,Ready_to_move,Resale,Apartment,18900,27500000
1457,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,8889,23000000
1459,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,14200000
1460,3,3,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,16500000
1460,3,3,Unfurnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,12000000
1470,3,2,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,14500000
1470,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,10838,14200000
1480,3,2,Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,15800000
1485,3,3,Unfurnished,Kalkaji,1,Ready_to_move,Resale,Apartment,,30000000
1500,3,3,Unfurnished,Alaknanda,1,Ready_to_move,New_Property,Apartment,,26500000
1500,3,3,Unfurnished,Alaknanda,1,Ready_to_move,New_Property,Apartment,,26500000
1500,3,3,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,21000000
1500,3,3,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,21000000
1500,3,3,Unfurnished,Chhattarpur,4,Ready_to_move,Resale,Builder_Floor,,6000000
1500,3,3,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,7000000
1500,3,3,Semi-Furnished,Commonwealth Games Village,3,Ready_to_move,Resale,Apartment,20558,35500000
1500,4,1,Unfurnished,Dilshad Garden,,Ready_to_move,Resale,Apartment,,12500000
1500,3,2,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,,14900000
